season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,2475
1,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,1526
3,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,4332
2,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,4553
1,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,1167
4,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,7328
3,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,4153
2,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,6296
1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,2493
4,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,5041
1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,5062
1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,3456
3,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,7347
2,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,6118
2,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,4575
1,3,0,5,1,2,0.261667,0.255679,0.610417,0.203346,1944
2,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,6370
2,5,0,1,1,1,0.5325,0.525246,0.58875,0.176,4362
4,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,5501
2,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,6998
1,3,0,0,0,2,0.376522,0.366252,0.948261,0.343287,605
1,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,1248
2,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,4548
1,2,0,4,1,1,0.144348,0.149548,0.437391,0.221935,1538
2,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,6273
1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,2311
3,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,4592
3,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,4866
1,2,0,2,1,1,0.182222,0.186033,0.577778,0.195683,1450
4,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,3485
4,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,4381
3,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,3544
2,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,6460
2,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,6235
1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,1341
4,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,4120
3,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,3784
2,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,4966
3,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,6569
1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,3784
2,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,6624
2,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,795
3,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,6591
1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,4270
1,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,801
4,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,5087
3,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,6031
2,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,2703
3,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,3840
1,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,1708
2,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,5260
1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,4066
2,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,5459
1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,1951
2,4,0,6,0,2,0.315,0.315637,0.65375,0.197146,2252
4,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,2594
3,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,5713
4,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,3310
3,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,5204
1,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,1421
4,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,4067
3,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,7765
1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,2432
4,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,2429
2,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,3767
1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,1013
4,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,5478
2,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,6304
4,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,5611
2,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,8294
3,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,5115
3,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,5870
3,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,6830
4,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,5629
3,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,5336
2,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,7290
4,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,6269
2,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,6734
1,2,0,1,1,2,0.407273,0.400118,0.876364,0.289686,1446
2,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,6565
3,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,6969
3,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,5345
1,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,981
4,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,2933
2,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,6436
2,6,0,5,1,1,0.755,0.703292,0.605,0.140554,4586
4,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,4456
3,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,4086
1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,1301
1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,4318
2,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,6359
4,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,3190
4,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,3926
4,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,7466
2,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642,4182
4,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,7359
2,4,0,0,0,2,0.426667,0.426737,0.8575,0.146767,2895
1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,3425
2,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,2425
2,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,6772
4,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071
3,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,3574
2,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,4862
2,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,4401
3,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,6203
1,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,1543
4,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,5191
1,3,0,0,0,1,0.384348,0.380091,0.527391,0.270604,2417
2,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,3744
4,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,3907
1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,4911
2,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,2162
